Date,Time,Voltage,Current,Power Factor,Power,Energy,Frequency,Light bulb,Fan,Iron
11 08 2024,16:41:48,252.2,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:41:52,252.8,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:41:55,252.8,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:41:59,252.7,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:42:03,252.5,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:42:07,253.1,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:42:11,253,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:42:15,245.9,4.41,0.92,1002,0.09,50.3,0,0,1
11 08 2024,16:42:19,240.1,7.34,1,1794.8,0.09,50.2,0,0,1
11 08 2024,16:42:22,254.7,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:42:26,255.1,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:42:31,0,0,0,0,0,0,0,0,0
11 08 2024,16:42:35,0,0,0,0,0,0,0,0,0
11 08 2024,16:42:40,0,0,0,0,0,0,0,0,0
11 08 2024,16:42:44,0,0,0,0,0,0,0,0,0
11 08 2024,16:42:48,253.9,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:42:52,253.8,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:42:56,250.3,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:00,250.6,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:04,250.9,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:08,251.4,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:43:12,252.5,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:16,252,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:19,251.9,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:24,251.1,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:28,251.4,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:31,251.7,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:43:35,251.9,0,0,0,0.09,50.2,0,0,0
11 08 2024,16:43:39,251.6,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:43,251.9,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:47,251.3,0,0,0,0.09,50.3,0,0,0
11 08 2024,16:43:51,0,0,0,0,0,0,0,0,0
11 08 2024,16:43:56,0,0,0,0,0,0,0,0,0
11 08 2024,16:44:00,0,0,0,0,0,0,0,0,0
11 08 2024,16:44:04,0,0,0,0,0,0,0,0,0
11 08 2024,16:44:10,236,7.61,1,1795.7,0.09,50.3,0,0,1
11 08 2024,16:44:14,250.4,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:44:18,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:21,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:26,0,0,0,0,0,0,0,0,0
11 08 2024,16:44:29,250.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:33,251.1,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:37,251.3,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:44:41,251.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:45,251.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:49,251.7,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:44:53,251.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:44:59,251.9,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:45:04,251.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:45:08,0,0,0,0,0,0,0,0,0
11 08 2024,16:45:14,0,0,0,0,0,0,0,0,0
11 08 2024,16:45:18,0,0,0,0,0,0,0,0,0
11 08 2024,16:45:23,0,0,0,0,0,0,0,0,0
11 08 2024,16:45:30,251.8,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:45:34,253,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:45:39,254,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:45:43,0,0,0,0,0.1,50.3,0,0,0
11 08 2024,16:45:48,253.6,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:45:51,253.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:45:55,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:45:59,253.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:03,253.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:08,0,0,0,0,0,0,0,0,0
11 08 2024,16:46:12,252.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:15,252.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:19,251.6,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:23,238.1,7.68,1,1826.7,0.1,50.2,0,0,1
11 08 2024,16:46:28,238.1,7.66,1,1823.7,0.1,50.2,0,0,1
11 08 2024,16:46:33,0,0,0,0,0,0,0,0,0
11 08 2024,16:46:37,0,0,0,0,0,0,0,0,0
11 08 2024,16:46:41,0,0,0,0,0,0,0,0,0
11 08 2024,16:46:46,0,0,0,0,0,0,0,0,0
11 08 2024,16:46:50,251.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:54,251.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:46:59,254.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:02,252.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:06,251.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:10,253.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:14,250.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:18,252.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:22,252.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:25,250.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:29,251.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:33,251.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:37,251.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:41,251.3,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:45,253.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:50,251.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:47:54,0,0,0,0,0,0,0,0,0
11 08 2024,16:47:59,0,0,0,0,0,0,0,0,0
11 08 2024,16:48:03,0,0,0,0,0,0,0,0,0
11 08 2024,16:48:08,0,0,0,0,0,0,0,0,0
11 08 2024,16:48:13,251.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:16,251.3,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:20,253.1,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:24,251.3,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:27,251.6,0,1,0.4,0.1,50.2,0,0,0
11 08 2024,16:48:35,252.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:40,251.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:44,253.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:48,252.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:52,253.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:56,252.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:48:59,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:03,238.7,7.7,1,1837.9,0.1,50.2,0,0,1
11 08 2024,16:49:07,237.4,7.64,1,1814.6,0.1,50.2,0,0,1
11 08 2024,16:49:11,251.4,0.09,1,60.6,0.1,50.2,0,0,1
11 08 2024,16:49:18,0,0,0,0,0,0,0,0,0
11 08 2024,16:49:23,0,0,0,0,0,0,0,0,0
11 08 2024,16:49:27,0,0,0,0,0,0,0,0,0
11 08 2024,16:49:31,251.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:35,251.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:39,252.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:42,250.3,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:46,250.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:51,252.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:55,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:49:59,253.6,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:03,253.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:08,250.8,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:50:14,253.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:18,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:23,253.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:27,252.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:30,251.1,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:50:35,0,0,0,0,0,0,0,0,0
11 08 2024,16:50:40,0,0,0,0,0,0,0,0,0
11 08 2024,16:50:44,0,0,0,0,0,0,0,0,0
11 08 2024,16:50:48,0,0,0,0,0,0,0,0,0
11 08 2024,16:50:52,250.7,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:50:56,252.6,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:01,252.3,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:05,251.4,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:09,253.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:13,252.9,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:17,251.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:21,253.6,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:24,253.5,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:28,251.8,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:32,252.2,0,0,0,0.1,50.2,0,0,0
11 08 2024,16:51:36,253.9,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:51:40,251.4,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:51:44,253.5,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:51:48,253.4,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:51:54,251.4,0,0,0,0.1,50.1,0,0,0
11 08 2024,16:51:58,0,0,0,0,0,0,0,0,0
11 08 2024,16:52:03,0,0,0,0,0,0,0,0,0
11 08 2024,16:52:09,0,0,0,0,0,0,0,0,0
11 08 2024,16:52:13,236.9,7.64,1,1810.2,0.11,50.2,0,0,1
11 08 2024,16:52:17,252.3,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:21,254.2,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:25,251.7,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:30,252,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:34,253.8,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:39,251.8,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:43,253.8,0,0,0,0.11,50.1,0,0,0
11 08 2024,16:52:47,252.1,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:52:52,251.7,0,0,0,0.11,50.1,0,0,0
11 08 2024,16:52:57,254.2,0,0,0,0.11,50.1,0,0,0
11 08 2024,16:53:00,251.3,0,0,0,0.11,50.2,0,0,0
11 08 2024,16:53:05,252.6,0,0,0,0.11,50.1,0,0,0
11 08 2024,16:53:09,252.5,0,0,0,0.11,50.2,0,0,0
