Date,Time,Voltage,Current,Power Factor,Power,Energy,Frequency,Light bulb,Fan,Iron
11 08 2024,19:03:12,252.4,0.43,1,107.3,0.05,50,0,1,0
11 08 2024,19:03:16,253.2,0.43,1,108,0.05,50,0,1,0
11 08 2024,19:03:21,254.1,0.43,1,108.9,0.05,50,0,1,0
11 08 2024,19:03:26,0,0,0,0,0,0,0,0,0
11 08 2024,19:03:32,0,0,0,0,0,0,0,0,0
11 08 2024,19:03:36,0,0,0,0,0,0,0,0,0
11 08 2024,19:03:40,0,0,0,0,0,0,0,0,0
11 08 2024,19:03:44,253.1,0.46,1,116.4,0.05,50,0,1,0
11 08 2024,19:03:48,253.8,0.43,1,108.7,0.05,50,0,1,0
11 08 2024,19:03:52,252.5,0.43,1,107.5,0.05,50,0,1,0
11 08 2024,19:03:56,252.3,0.43,1,107.4,0.05,50,0,1,0
11 08 2024,19:04:00,251.9,0.43,1,107,0.05,50,0,1,0
11 08 2024,19:04:04,252.8,0.43,1,107.8,0.05,50,0,1,0
11 08 2024,19:04:08,252.9,0.43,1,107.7,0.05,50,0,1,0
11 08 2024,19:04:12,252.6,0.43,1,107.6,0.05,50,0,1,0
11 08 2024,19:04:16,250.5,0.42,1,105.8,0.05,50,0,1,0
11 08 2024,19:04:20,250.2,0.42,1,105.5,0.05,50,0,1,0
11 08 2024,19:04:24,250,0.42,1,105.3,0.05,50,0,1,0
11 08 2024,19:04:45,252.4,0.43,1,107.3,0.05,50,0,1,0
11 08 2024,19:04:50,0,0,0,0,0,0,0,0,0
11 08 2024,19:04:55,0,0,0,0,0,0,0,0,0
11 08 2024,19:05:00,0,0,0,0,0,0,0,0,0
11 08 2024,19:05:05,0,0,0,0,0,0,0,0,0
11 08 2024,19:05:09,252.5,0.43,1,108.1,0.05,50,0,1,0
11 08 2024,19:05:13,252.4,0.43,1,107.4,0.05,50,0,1,0
11 08 2024,19:05:16,253.2,0.43,1,108.1,0.05,49.9,0,1,0
11 08 2024,19:05:20,252.4,0.43,1,107.4,0.05,50,0,1,0
11 08 2024,19:05:24,251.6,0.43,1,106.6,0.05,49.9,0,1,0
11 08 2024,19:05:28,252,0.43,1,107,0.05,49.9,0,1,0
11 08 2024,19:05:32,251.6,0.43,1,106.6,0.05,49.9,0,1,0
11 08 2024,19:05:36,252.6,0.43,1,107.4,0.05,49.9,0,1,0
11 08 2024,19:05:40,252.4,0.43,1,107.3,0.05,49.9,0,1,0
11 08 2024,19:05:44,251.4,0.42,1,106.3,0.05,49.9,0,1,0
11 08 2024,19:05:48,251.5,0.43,1,106.5,0.05,49.9,0,1,0
11 08 2024,19:05:52,252.2,0.43,1,107.1,0.05,49.9,0,1,0
11 08 2024,19:06:02,253.5,0.43,1,108.2,0.05,49.9,0,1,0
11 08 2024,19:06:06,251.5,0.43,1,106.5,0.05,49.9,0,1,0
11 08 2024,19:06:11,0,0,0,0,0,0,0,0,0
11 08 2024,19:06:17,0,0,0,0,0,0,0,0,0
11 08 2024,19:06:26,0,0,0,0,0,0,0,0,0
11 08 2024,19:06:33,253.5,0.43,1,108.3,0.05,50,0,1,0
11 08 2024,19:06:53,250.2,0.42,1,105.4,0.05,49.8,0,1,0
11 08 2024,19:07:21,252.3,0.43,1,107.1,0.05,49.8,0,1,0
11 08 2024,19:08:03,251,0.42,1,105.6,0.05,49.5,0,1,0
